Duration rec part,Total time distribution,Slowest time single distribution,Total time join,Slowest time single join,Total time,Percentage of time spent in recPart,Sample input before duplication,Total sample input after duplication,Estimated Input overhead,Real Input before duplication,Estimated Input after duplication,Real Input after duplication,Real Input overhead,Output size,lower bound workload per machine,workload of worst machine,Estimated workload overhead,real lower bound workload per machine,real workload of worst machine,real workload overhead
0.09099555015563965,0.3359799385070801,0.06806135177612305,1.6729917526245117,1.2380099296569824,1.3970668315887451,0.0651332836040202,230,454.0,0.9739130434782609,4600,9080.0,8938,0.9430434782608695,2050435,1153.2,2155.3333333333335,0.8690021967857556,445839.0,1607558,2.6056917407404914
0.10498952865600586,0.3529367446899414,0.07102274894714355,1.8150463104248047,1.2950642108917236,1.471076488494873,0.07136918404795221,240,455.0,0.8958333333333334,4800,9100.0,9456,0.97,2233798,1341.2,2470.3333333333335,0.8418828909434338,484583.6,1712692,2.53435815822079
0.1160428524017334,0.37398767471313477,0.07604217529296875,1.9640190601348877,1.056011438369751,1.2480964660644531,0.0929758680974751,250,536.0,1.144,5000,10720.0,14407,1.8814,2407593,1461.0,1930.8333333333333,0.3215833903718913,539146.6,1460976,1.7097935886083675
0.13193249702453613,0.39043188095092773,0.07978534698486328,2.0828726291656494,1.3926143646240234,1.6043322086334229,0.08223514825331395,260,495.3333333333333,0.905128205128205,5200,9906.666666666666,11632,1.236923076923077,2607251,1508.6,2701.111111111111,0.7904753487412907,567978.2,1855775,2.2673349082764096
0.16684460639953613,0.4040186405181885,0.0818934440612793,2.2640089988708496,1.4820237159729004,1.7307617664337158,0.09639952166456983,270,531.6666666666666,0.9691358024691357,5400,10633.333333333332,12746,1.3603703703703705,2810690,1612.0,2889.222222222222,0.7923214778053488,613122.0,2015483,2.2872462576779173
0.19002699851989746,0.4319946765899658,0.08701300621032715,2.476003646850586,1.1340160369873047,1.4110560417175293,0.13467005767439094,280,691.0,1.4678571428571427,5600,13819.999999999998,18320,2.2714285714285714,3025962,1552.6,3679,1.369573618446477,678472.4,1408920,1.0766062112475023
0.1650857925415039,0.4339451789855957,0.08803296089172363,2.716977119445801,1.2509782314300537,1.5040969848632812,0.10975741205711532,290,675.0,1.3275862068965518,5800,13500.0,14177,1.4443103448275862,3219881,1842.8,2863.1666666666665,0.5537045076333116,700684.2,1777338,1.5365749648700515
0.18001961708068848,0.44800519943237305,0.09102344512939453,2.843905210494995,1.8719942569732666,2.1430373191833496,0.08400209154980504,300,603.6666666666666,1.0122222222222221,6000,12073.333333333334,13397,1.2328333333333332,3448303,1779.2,3167.8888888888887,0.7805130895283772,743248.6,2448362,2.29413604008134
0.1701955795288086,0.45999979972839355,0.0932927131652832,3.031984806060791,2.1699931621551514,2.433481454849243,0.06993913152272303,310,584.0,0.8838709677419355,6200,11680.0,12272,0.9793548387096774,3676410,2275.0,4064.0,0.7863736263736264,784370.0,2806503,2.578034601017377
0.2401142120361328,0.48598289489746094,0.09999418258666992,3.2010815143585205,1.3999736309051514,1.740082025527954,0.13799016857454197,320,659.0,1.059375,6400,13180.000000000002,14052,1.195625,3944812,2088.8,4170.0,0.9963615472998849,845170.4,2044268,1.4187643107236128
0.23598861694335938,0.49703502655029297,0.10001039505004883,3.5339791774749756,1.4859862327575684,1.8219852447509766,0.12952279258200775,330,771.0,1.3363636363636364,6600,15420.0,19588,1.9678787878787878,4207423,2440.2,5693,1.333005491353168,919836.6,1654791,0.7990053885657519
0.22790789604187012,0.5060341358184814,0.10300946235656738,3.6199984550476074,2.4029927253723145,2.733910083770752,0.08336334738834117,340,675.6666666666666,0.9872549019607842,6800,13513.333333333334,15537,1.2848529411764706,4473746,2407.2,4204.888888888889,0.7467966470957499,956897.2,3190605,2.334323687016745
0.2992830276489258,0.5287134647369385,0.10776090621948242,3.8069777488708496,2.8090600967407227,3.216104030609131,0.09305763271352933,350,736.3333333333333,1.1038095238095236,7000,14726.666666666666,14865,1.1235714285714287,4753091,2566.2,4561.11111111111,0.7773794369539049,1010078.2,3730891,2.693665500354329
0.27495431900024414,0.5382392406463623,0.1080312728881836,4.0377843379974365,2.7917847633361816,3.1747703552246094,0.08660604964631895,360,715.0,0.9861111111111112,7200,14300.0,15725,1.1840277777777777,5027941,2619.0,4578.666666666667,0.7482499681812398,1068488.2,3697122,2.460143031996048
0.27196526527404785,0.5530290603637695,0.1110219955444336,4.324995994567871,1.5659997463226318,1.9489870071411133,0.13954185650164092,370,875.3333333333333,1.3657657657657656,7400,17506.666666666664,19255,1.602027027027027,5314180,3035.2,3771.5,0.24258697944122307,1139856.0,1968495,0.7269681433444225
0.32208681106567383,0.5718533992767334,0.11484217643737793,4.524052619934082,3.220064401626587,3.6569933891296387,0.08807421200789488,380,810.0,1.131578947368421,7600,16200.000000000002,20099,1.6446052631578947,5618865,2924.2,3808.083333333333,0.30226500695346875,1204169.0,4485596,2.7250552040452796
0.36800551414489746,0.5870132446289062,0.11866617202758789,4.798015356063843,3.3099920749664307,3.796663761138916,0.09692865560328257,390,812.6666666666666,1.0837606837606837,7800,16253.33333333333,17301,1.218076923076923,5915300,3178.2,5543.222222222223,0.7441388906369086,1252264.0,4429040,2.5368261005666537
0.31003737449645996,0.5870034694671631,0.11928296089172363,5.093165636062622,2.143982410430908,2.573302745819092,0.12048227710485496,400,807.0,1.0175,8000,16140.0,17141,1.142625,6229829,3165.0,6062,0.9153238546603476,1314529.8,3043025,1.3149151886857187
0.3256669044494629,0.6094577312469482,0.12267208099365234,5.6004979610443115,2.4415080547332764,2.8898470401763916,0.11269347474860977,410,878.3333333333333,1.1422764227642275,8200,17566.666666666664,19969,1.4352439024390244,6544205,3515.4,7155.0,1.0353302611367128,1388717.0,2635835,0.8980361009478534
0.48741722106933594,0.6704785823822021,0.15806221961975098,6.601063013076782,2.348083972930908,2.993563413619995,0.16282174576683578,420,1013.0,1.411904761904762,8400,20260.000000000004,19843,1.3622619047619047,6866936,3983.2,5664.333333333333,0.42205596840061593,1452759.2,2602583,0.791475834398433
0.8200259208679199,0.7760086059570312,0.15700793266296387,6.9536004066467285,3.1609630584716797,4.1379969120025635,0.19816977593419044,430,1091.3333333333333,1.5379844961240308,8600,21826.666666666664,27761,2.2280232558139534,7191390,3733.2,8830,1.365263045108754,1549322.0,2839185,0.8325338438362071
0.4751930236816406,0.6581416130065918,0.13364219665527344,6.107475280761719,3.9295055866241455,4.53834080696106,0.10470633297366597,440,867.3333333333333,0.9712121212121211,8800,17346.666666666668,19801,1.2501136363636363,7542969,4235.6,7420.11111111111,0.7518441569343446,1587797.8,5208671,2.280437219399095
0.46526050567626953,0.6969788074493408,0.14002776145935059,6.638988494873047,3.088003158569336,3.693291425704956,0.12597449051491058,450,1122.6666666666665,1.4948148148148144,9000,22453.333333333332,27890,2.098888888888889,7892797,4637.6,10597,1.2850181128169742,1690119.4,3152934,0.8655096202078978
0.5110311508178711,0.7030088901519775,0.14100003242492676,6.605977535247803,2.135981321334839,2.7880125045776367,0.18329586039474688,460,1257.3333333333333,1.7333333333333332,9200,25146.666666666668,26092,1.836086956521739,8245810,4724.2,7866.5,0.665149654968037,1753530.0,3005155,0.7137745005788324
0.4790079593658447,0.7009949684143066,0.14101457595825195,7.129011631011963,5.423963785171509,6.0439863204956055,0.07925364717347114,470,909.0,0.9340425531914893,9400,18180.0,18152,0.931063829787234,8596825,4507.4,8017.333333333333,0.7787046486518466,1791973.0,6863648,2.830218424049916
0.5480251312255859,0.7250149250030518,0.14598870277404785,7.397963762283325,3.2069787979125977,3.9009926319122314,0.14048350841333143,480,1075.6666666666667,1.2409722222222224,9600,21513.333333333332,24278,1.5289583333333334,8948910,4883.4,9811,1.0090510709751404,1886894.0,3949269,1.0929999247440503
0.49703145027160645,0.7329928874969482,0.14703702926635742,7.526987075805664,5.347986936569214,5.992055416107178,0.08294840680804481,490,967.0,0.9734693877551021,9800,19340.0,20781,1.1205102040816326,9315743,4845.2,8346.666666666666,0.7226671069649687,1946272.6,7080578,2.6380196689816215
0.5880300998687744,0.7499995231628418,0.15099525451660156,7.797984600067139,5.884979009628296,6.624004364013672,0.08877260151931275,500,1004.6666666666666,1.0093333333333332,10000,20093.333333333332,20019,1.0019,9704755,5374.4,9348.222222222223,0.7393982997585262,2021027.0,7714986,2.8173591941126963
0.5690298080444336,0.7519927024841309,0.1510004997253418,8.305996656417847,5.595144033432007,6.315174341201782,0.09010516215394725,510,1018.0,0.996078431372549,10200,20360.0,22968,1.251764705882353,10115309,5671.8,9885.333333333334,0.7428917333709464,2114933.8,7272698,2.438735529216092
0.6310265064239502,0.8670041561126709,0.24840164184570312,8.456024169921875,5.628991603851318,6.508419752120972,0.09695541013904496,520,1069.3333333333333,1.0564102564102562,10400,21386.666666666664,24149,1.3220192307692307,10538930,5405.0,9180.777777777777,0.6985712817350189,2204382.0,7514907,2.409076557511357
0.6270208358764648,0.7899994850158691,0.15897679328918457,8.944989442825317,6.040980100631714,6.826977729797363,0.0918445702759127,530,1118.6666666666665,1.1106918238993708,10600,22373.333333333332,23659,1.2319811320754717,10925251,5241.4,9052.222222222223,0.7270618961007027,2279686.2,7867564,2.451160953643532
0.7070348262786865,0.8010022640228271,0.16097044944763184,9.713383674621582,6.517870187759399,7.385875463485718,0.09572796478550505,540,1119.0,1.0722222222222222,10800,22379.999999999996,24151,1.2362037037037037,11333689,6318.8,10945.666666666666,0.7322381886856153,2363341.8,8173904,2.4586211778592504
0.7102892398834229,0.8197367191314697,0.1641242504119873,9.496193408966064,4.0153937339782715,4.889807224273682,0.14525914975900245,550,1261.0,1.2927272727272727,11000,25220.000000000004,26958,1.4507272727272726,11745683,5974.6,12495.0,1.0913533960432495,2456968.6,5302548,1.1581667751065274
0.7891521453857422,0.8362507820129395,0.1678769588470459,10.282040119171143,4.510086297988892,5.46711540222168,0.14434525107427826,560,1309.0,1.3375,11200,26180.0,27382,1.4448214285714285,12177420,6572.6,13176,1.0046861211697045,2545012.0,4798308,0.8853773577491972
0.8700716495513916,0.8550930023193359,0.17155861854553223,10.257697343826294,7.626301527023315,8.66793179512024,0.10037822979193414,570,1217.3333333333333,1.135672514619883,11400,24346.666666666668,22816,1.0014035087719297,12599748,5946.2,10004.111111111111,0.6824377099847149,2611213.6,9965534,2.8164376901223247
0.8688194751739502,0.8739211559295654,0.17534232139587402,10.898791313171387,4.705753803253174,5.749915599822998,0.15110125706900732,580,1339.3333333333333,1.3091954022988503,11600,26786.66666666666,29378,1.5325862068965517,13081944,7006.8,14422.0,1.0582862362276646,2733900.8,5171627,0.8916659302341915
0.8083372116088867,0.8981177806854248,0.18053650856018066,11.812995672225952,5.247966289520264,6.236840009689331,0.12960685384795553,590,1289.3333333333333,1.1853107344632767,11800,25786.666666666664,29586,1.5072881355932204,13499992,6912.8,14571,1.1078289549820621,2818342.4,5411339,0.9200431430900661
0.8519539833068848,0.9100005626678467,0.18299150466918945,12.108984470367432,5.769374132156372,6.804319620132446,0.12520781369325232,600,1431.0,1.385,12000,28619.999999999996,29927,1.4939166666666666,13983889,8051.4,11814.333333333334,0.4673638539053251,2916485.8,7243907,1.4837792798442566
0.7549726963043213,0.916057825088501,0.18404626846313477,11.856928586959839,4.949420213699341,5.888439178466797,0.12821270177420724,610,1389.0,1.277049180327869,12200,27780.0,30098,1.467049180327869,14442068,7769.6,16840.0,1.1674217462932455,3008805.6,6262108,1.0812604177551384
0.8619978427886963,0.9298059940338135,0.1860651969909668,12.263062953948975,5.364311695098877,6.41237473487854,0.13442724083171098,620,1316.0,1.1225806451612903,12400,26320.0,26415,1.1302419354838709,14943126,7790.2,16166.0,1.075171369156119,3094285.2,7481948,1.4179891368772342
1.0285441875457764,0.9744372367858887,0.19509291648864746,13.14814043045044,5.93001914024353,7.153656244277954,0.14377881078203686,630,1447.0,1.2968253968253969,12600,28939.999999999996,35765,1.8384920634920634,15436679,8528.2,18304,1.1462911282568418,3230395.8,6096769,0.8873133131240452
0.8274486064910889,0.9687685966491699,0.19501113891601562,13.130275964736938,5.781221389770508,6.803681135177612,0.1216177816171992,640,1452.6666666666665,1.2697916666666664,12800,29053.33333333333,29342,1.29234375,15895239,8334.4,17411.0,1.0890526012670378,3296415.8,7317922,1.2199632704102439
0.7888364791870117,0.95694899559021,0.19247889518737793,14.274188041687012,6.281024694442749,7.262340068817139,0.10862015159192268,650,1380.3333333333333,1.1235897435897435,13000,27606.666666666664,31402,1.4155384615384616,16392631,8593.2,16208,0.8861425313038215,3404134.2,6519523,0.9151780208900107
0.9983024597167969,1.145935297012329,0.34590840339660645,14.192836284637451,6.596012115478516,7.940222978591919,0.12572725758563408,660,1358.0,1.0575757575757576,13200,27160.0,28114,1.1298484848484849,16911785,9681.0,18957.0,0.9581654787728541,3494813.0,9205776,1.6341254882593146
0.9990053176879883,1.023503303527832,0.2049722671508789,14.113526105880737,5.939486026763916,7.143463611602783,0.13984887052064662,670,1639.0,1.4462686567164178,13400,32780.0,37549,1.8021641791044776,17426524,9305.4,19837.0,1.1317729490403423,3635500.8,8724224,1.3997310081736196
1.1489231586456299,1.0349891185760498,0.20717883110046387,13.99674940109253,10.03064775466919,11.386749744415283,0.10090000961065539,680,1414.0,1.0794117647058823,13600,28279.999999999996,29335,1.156985294117647,17931809,9268.6,15356.666666666666,0.6568485711614123,3703701.8,13667957,2.6903502868400473
1.1088933944702148,1.0429763793945312,0.209031343460083,15.342970848083496,11.13220477104187,12.450129508972168,0.08906681602557567,690,1421.3333333333333,1.059903381642512,13800,28426.666666666668,28410,1.058695652173913,18456595,8922.6,15180.111111111111,0.7013102807602168,3804959.0,13939492,2.6635064924484073
1.0883970260620117,1.0425007343292236,0.20999479293823242,15.599445343017578,10.978447675704956,12.2768394947052,0.08865449666678624,700,1407.6666666666665,1.0109523809523808,14000,28153.333333333332,29354,1.0967142857142858,18973341,9261.4,15631.555555555555,0.6878177765300663,3912084.2,14027644,2.585721391170466
1.3814992904663086,1.0829100608825684,0.21700382232666016,16.41395092010498,6.9520955085754395,8.550598621368408,0.1615675523598859,710,1684.0,1.371830985915493,14200,33680.0,39937,1.8124647887323944,19556191,10848.2,23915.0,1.204513191128482,4070986.2,7664604,0.8827388803233968
1.246279001235962,1.0633463859558105,0.21355843544006348,17.307010889053345,7.4162681102752686,8.876105546951294,0.14040831247934243,720,1618,1.2472222222222222,14400,32360.0,30029,1.0853472222222222,20135133,11370.8,23127,1.0338938333274705,4147142.6,7924511,0.9108363913022909
1.2600443363189697,1.0881016254425049,0.21805620193481445,17.093865633010864,7.295650482177734,8.773751020431519,0.14361523747194244,730,1664.0,1.2794520547945205,14600,33280.0,34979,1.3958219178082192,20683856,10599.0,21487,1.0272667232757808,4276687.2,7843361,0.8339805165081982
1.1538441181182861,1.1455395221710205,0.23098134994506836,18.634697914123535,8.406639337539673,9.791464805603027,0.11784182867695292,740,1804.0,1.4378378378378378,14800,36080.0,45223,2.055608108108108,21264671,11295.0,24584,1.1765382912793272,4433826.2,8494409,0.9158191180339905
2.5985069274902344,1.301743507385254,0.26190876960754395,19.821410179138184,9.469806909561157,12.330222606658936,0.21074290468096749,750,1733.0,1.3106666666666666,15000,34660.0,35750,1.3833333333333333,21845078,11992.8,26357,1.1977353078513777,4512015.6,9622661,1.1326745856109188
1.4249284267425537,1.1416709423065186,0.22881174087524414,18.687949657440186,8.074989318847656,9.728729486465454,0.1464660343084783,760,1719.3333333333333,1.2622807017543858,15200,34386.666666666664,36360,1.3921052631578947,22423242,12182.0,25926.0,1.1282219668363158,4630088.4,9858751,1.1292792163536227
1.56496000289917,1.1820108890533447,0.2370288372039795,19.080947160720825,14.611065149307251,16.4130539894104,0.09534849540547861,770,1516.6666666666665,0.9696969696969695,15400,30333.333333333332,30205,0.9613636363636363,23031996,11380.4,19399.555555555555,0.7046461948222871,4727219.2,18486268,2.9106009723433175
1.257007122039795,1.1847341060638428,0.23901939392089844,19.50397801399231,8.881080389022827,10.37710690498352,0.1211327139201127,780,1912.0,1.4512820512820512,15600,38240.0,38670,1.478846153846154,23625799,12278.6,17641.333333333332,0.43675446169215804,4879839.8,12364843,1.5338624845840227
1.3314557075500488,1.1898996829986572,0.23903799057006836,20.70738697052002,13.741030931472778,15.311524629592896,0.08695774847768702,790,1598.6666666666665,1.0236286919831221,15800,31973.333333333325,34015,1.1528481012658227,24190933,13105.4,22174.222222222223,0.6919912572086486,4974246.6,17503975,2.5189198299899327
1.7080445289611816,1.2237193584442139,0.2471768856048584,21.406022548675537,9.538911581039429,11.494132995605469,0.14860142384068595,800,1800.0,1.25,16000,36000.0,37771,1.3606875,24833486,13148.4,24801,0.8862371086976363,5117781.2,9954698,0.945119889064425
1.7790303230285645,1.2120144367218018,0.2429811954498291,25.929932355880737,13.911905765533447,15.93391728401184,0.11165053083422562,810,2396.333333333333,1.9584362139917693,16200,47926.66666666666,26476,0.634320987654321,25466952,13640.0,22235.0,0.6301319648093842,5199294.4,15142344,1.9123844189319226
1.7647039890289307,1.2139990329742432,0.24334287643432617,21.26721477508545,8.813982486724854,10.82202935218811,0.16306590303898266,820,1675.0,1.0426829268292683,16400,33500.00000000001,36008,1.195609756097561,26124362,13630.6,25646.0,0.881501914809326,5368904.4,9998123,0.8622277945571166
1.6851551532745361,1.2278521060943604,0.24608421325683594,23.126280069351196,9.845137596130371,11.776376962661743,0.14309623058241935,830,1874.0,1.2578313253012048,16600,37480.0,33851,1.0392168674698796,26743807,14514.2,26466,0.8234556503286435,5484165.4,10611003,0.9348437229847224
1.824774980545044,1.2730650901794434,0.2551615238189697,22.60165238380432,10.605724573135376,12.68566107749939,0.1438454779295385,840,1738.0,1.069047619047619,16800,34759.99999999999,35409,1.1076785714285715,27406679,14549.0,26137.0,0.7964808577909135,5622971.8,15075589,1.681071422054793
1.9811103343963623,1.292851448059082,0.26008009910583496,23.37256097793579,10.317267417907715,12.558457851409912,0.15775108359932483,850,1943.0,1.2858823529411765,17000,38860.00000000001,39134,1.302,28064908,15322.0,31694,1.0685289126745856,5769517.6,13410132,1.3243073216381211
1.8134956359863281,1.2982044219970703,0.2619137763977051,24.518120527267456,11.344429016113281,13.419838428497314,0.13513542995684144,860,1979.6666666666665,1.3019379844961239,17200,39593.33333333333,40130,1.333139534883721,28718836,14821.0,32408,1.186627083192767,5904287.2,12831296,1.1732167771242563
1.72884202003479,1.326972484588623,0.2687859535217285,25.30637216567993,11.018014907836914,13.015642881393433,0.1328280159335244,870,1936.6666666666665,1.2260536398467432,17400,38733.33333333333,42524,1.4439080459770115,29385299,15943.0,33952.0,1.1295866524493507,6047155.8,11510719,0.9034930437876266
1.6476833820343018,1.3138775825500488,0.26796913146972656,25.286273956298828,11.892099618911743,13.807752132415771,0.11933031287302136,880,1747.0,0.9852272727272727,17600,34940.0,37570,1.134659090909091,30061672,16037.6,31396,0.9576495236194942,6162614.4,16752770,1.7184517661854681
1.6692020893096924,1.3341102600097656,0.2679743766784668,26.28891944885254,11.710214376449585,13.647390842437744,0.12230924640328786,890,1820.0,1.0449438202247192,17800,36400.0,39112,1.1973033707865168,30702861,14948.4,28669,0.9178641192368414,6297020.2,16067864,1.551661498560859
1.7500863075256348,1.3629176616668701,0.27318716049194336,26.9177725315094,11.88473391532898,13.908007383346558,0.12583300103947223,900,2191.0,1.4344444444444444,18000,43820.0,49518,1.751,31402610,17965.6,39161.0,1.17977690697778,6478594.0,12535754,0.9349497745961547
2.093095302581787,1.4119837284088135,0.2839672565460205,26.51697087287903,11.806942462921143,14.18400502204895,0.1475672984695143,910,2046.3333333333333,1.2487179487179487,18200,40926.666666666664,41357,1.2723626373626373,32089741,16470.0,34118.0,1.0715239829993928,6583376.2,15255391,1.3172594936926132
1.8395285606384277,1.3900036811828613,0.27904391288757324,28.279258012771606,12.093391180038452,14.211963653564453,0.12943521426590912,920,2043.3333333333333,1.221014492753623,18400,40866.666666666664,44398,1.4129347826086958,32821258,16046.2,34512.0,1.1507895950443094,6741843.6,12732741,0.8886141173610139
2.7039177417755127,1.417992353439331,0.284360408782959,28.976203441619873,13.197924375534058,16.18620252609253,0.1670507790457172,930,2149.0,1.310752688172043,18600,42980.0,44757,1.4062903225806451,33580010,18884.0,37952,1.0097436983689896,6895030.0,13172352,0.9104125725341297
2.6711909770965576,1.4426884651184082,0.2899792194366455,28.71723771095276,13.287946701049805,16.249116897583008,0.1643899169372021,940,2237.6666666666665,1.380496453900709,18800,44753.33333333333,44348,1.358936170212766,34307490,18185.8,40576,1.2311913690901692,7038890.0,16135200,1.2922932450997244
2.700132369995117,1.457024097442627,0.2919960021972656,30.191976308822632,13.769888877868652,16.762017250061035,0.16108636148702718,950,1891.0,0.9905263157894737,19000,37820.0,39140,1.06,35069706,17558.4,34489,0.964245033716056,7170501.2,18802428,1.6221915979875996
2.5858654975891113,1.461043119430542,0.2927844524383545,31.345349073410034,13.080127954483032,15.958777904510498,0.16203405505494609,960,2181.6666666666665,1.2725694444444442,19200,43633.33333333333,47441,1.4708854166666667,35746650,18112.8,38383.0,1.1191091382889449,7339094.0,13979362,0.904780344821854
2.3263516426086426,1.464951753616333,0.29402756690979004,30.695923805236816,13.666240692138672,16.286619901657104,0.14283821054680257,970,2041.0,1.1041237113402063,19400,40820.0,40636,1.094639175257732,36463545,19108.2,34152.0,0.7872955066411278,7455253.0,18767193,1.5173113508019112
2.555337905883789,1.4835262298583984,0.2977278232574463,31.43616247177124,13.485202074050903,16.33826780319214,0.15640200887052005,980,2287.0,1.333673469387755,19600,45740.0,46321,1.3633163265306123,37208762,19065.2,40038,1.1000566477141598,7627036.4,14216641,0.8639796972779623
2.836812734603882,1.5134286880493164,0.30320191383361816,31.761457443237305,13.964553594589233,17.104568243026733,0.1658511746275973,990,2227.0,1.2494949494949494,19800,44540.0,46632,1.3551515151515152,37927186,19780.4,42853,1.166437483569594,7771965.2,14539928,0.8708174349519733
