Duration rec part,Total time distribution,Slowest time single distribution,Total time join,Slowest time single join,Total time,Percentage of time spent in recPart,Sample input before duplication,Total sample input after duplication,Estimated Input overhead,Real Input before duplication,Estimated Input after duplication,Real Input after duplication,Real Input overhead,Output size,lower bound workload per machine,workload of worst machine,Estimated workload overhead,real lower bound workload per machine,real workload of worst machine,real workload overhead
0.03023362159729004,0.20166397094726562,0.06057262420654297,0.28427982330322266,0.13391733169555664,0.22472357749938965,0.1345369361493551,50,123.0,1.46,1000,2460.0,5941,4.941,100345,86.6,168.0,0.9399538106235568,43833.0,54641,0.24657221727921885
0.032907724380493164,0.26747894287109375,0.06249284744262695,0.29462218284606934,0.13264894485473633,0.22804951667785645,0.1443007854604609,60,155.66666666666663,1.5944444444444439,1200,3113.333333333333,5210,3.341666666666667,142485,103.2,216.37037037037035,1.0966121159919606,49337.0,73875,0.49735492632304357
0.03525495529174805,0.3579087257385254,0.10010075569152832,0.435438871383667,0.2661876678466797,0.40154337882995605,0.08779862189354558,70,189.66666666666666,1.7095238095238094,1400,3793.3333333333335,7040,4.0285714285714285,196386,165.6,323.5833333333333,0.9540056360708534,67437.2,131577,0.9511041383687343
